Identifier	M145-R1_t1	M145-R2_t1	M145-R3_t1	M145-R1_t2	M145-R2_t2	M145-R3_t2	M145-R1_t3	M145-R2_t3	M145-R3_t3	M145-R1_t4	M145-R2_t4	M145-R3_t4	M145-R1_t5	M145-R2_t5	M145-R3_t5	M145-R1_t6	M145-R2_t6	M145-R3_t6	M145-R1_t7	M145-R2_t7	M145-R3_t7	M145-R1_t8	M145-R2_t8	M145-R3_t9 M145-R1_t8	M145-R2_t9	M145-R3_t9
SCO2136	12.739519977102095	12.680782823004433	12.706107685022243	11.727223447678353	11.783116500605166	11.707770748339012	11.147337881581535	11.214539780887465	11.089770757308852	10.691681399960679	10.88577385700411	10.908672155769624	10.9201532924476	11.136398855777255	11.133182239915314	10.963867626310044	11.166642225262311	11.200000488814773	10.98918631004338	11.230877687013088	11.299807444632542	11.156913790880257	11.20163952915769	10.845455881830482	10.97172848133316	10.978367031089737	10.806518099960286
SCO2135	7.282332253042741	7.073430638313892	7.192560562462304	8.004299833540916	8.150229320600666	8.233399160730631	8.396067349739118	8.735462110138606	8.304289366257374	7.897749864587576	7.935288880530696	7.599906869955165	6.92527935830815	7.653693343761634	7.13736344653702	7.162006034914014	7.1098876462897	6.895645425570571	6.895645425570571	7.144830731813402	6.9811914286165715	7.047995418589105	6.9240154171859665	6.949796396127505	6.854638808171138	7.026833632895855	6.813797412019784
SCO2134	7.541179328893289	7.783571786353177	7.574049740217374	7.419723710131855	7.527448885927459	7.639192982770339	7.168027715500739	7.306605887610512	7.366021261275551	7.2642684809029765	7.930372525405753	7.712421857498186	7.367441558824526	7.716951084986693	7.8564500392799355	7.540973700291956	7.450024570347206	7.544430154273615	7.444911984380511	7.450024570347206	7.900533056578714	7.7314539578640415	7.481549827807389	7.673019461131742	7.453080590784282	7.407558357740499	7.155812284286596
SCO2132	9.188501775457494	9.196691361155496	9.35010015752925	9.03673231324244	9.231399920650627	9.24727047000846	8.91265499741385	9.349583452149574	9.05215407791131	8.983347760282804	8.981842837115575	8.986810610717365	9.13813307420838	8.844909211942772	9.000645506138653	8.96296512057439	8.846943131286963	8.876880136016307	8.93037352050002	8.768005437562465	8.87339218325466	8.938086862392314	8.900143233116728	8.990484052251768	8.951628901544106	8.87754656989738	8.768005437562465
SCO2130	7.673019461131742	7.559402130430796	7.600195508152135	7.465385711403794	7.644304918034932	7.519748638742401	7.584473325928241	7.2763648285411175	7.391072402466896	7.063864762127594	6.945653240255275	7.209008962134877	6.844103851652605	6.919374353530755	7.175400780514096	7.016724851835288	7.058040480831063	6.895645425570571	6.844103851652605	7.1030155493520954	7.064336469194393	6.9908547984337615	6.978382182987294	7.2879331741941495	6.838179369037448	6.854182103463096	7.1174935275425035
SCO2129	10.516889086225731	10.587356229622925	10.572358469487703	10.309367675706248	10.374973275915174	10.316991565395703	10.433247958899342	10.089664843917301	9.743147769219885	10.201464896126858	10.001599020083273	9.663009945680477	9.713164712959575	10.000156657868121	9.363069634379524	9.354520013584976	9.914743801486727	10.04076085301422	9.705733301243638	9.995102893522724	9.811943721078672	9.881339520765568	9.862072242156106	9.366655727807366	9.837871634561063	9.966135863032914	10.161613077974144
SCO2126	12.269816542897232	12.265075552205012	12.119417021323288	12.104006516601322	12.150193657489641	12.168022594544205	12.150193657489641	12.135231017450508	12.107416189161068	12.01287063025925	12.078063930305404	12.092239019873798	12.223408126003836	12.197602427013532	12.194324579828805	12.089164992403365	12.166429760914257	12.130209238395619	12.090702006138581	12.161481540691772	12.115817232995342	12.032144650237228	12.039108908264945	12.166429760914257	12.082546420701181	12.006952591033132	12.20100980859922
SCO2125	8.134230862072563	8.126652607531826	7.940677901350376	7.744100330509929	7.75508746980713	7.85459766140891	7.708444557575046	7.2763648285411175	6.949796396127505	7.156859746299526	7.979797927722105	7.352221137847775	6.593762370832709	7.947640304562781	7.3322258086105805	6.991391144068068	7.541384957494623	7.4403100346638675	6.82602669726443	7.478008535659761	7.311046339946959	7.5446364608959335	7.488751481989356	6.781084539266532	7.764014365930997	7.465385711403794	6.792476494211241
SCO2123	9.679318040251673	9.578005946820214	10.08580293715482	9.487100797461554	9.575413426911517	9.387382680747463	9.24727047000846	9.439318612980468	8.999847385163159	9.27682704565534	9.069597560200544	9.282570948148424	9.421019648687729	9.176598066461228	8.913211432186104	9.232256517039431	9.309171685177377	9.248321507712442	9.141430924080174	9.296576590781513	9.226283056245816	9.194212052709378	9.253585639346607	8.961314849484895	9.144940646898892	9.208087829953062	9.207081624165129
SCO2122	10.527212542218479	10.62728174358322	10.601877560092786	10.493526187076702	10.471025185505312	10.534942345932365	10.258676928748567	10.30634138338006	10.196676988580432	9.877327189910526	9.783984262765143	9.741588676720367	9.754077793305088	9.806532965485452	9.429391892364805	9.476385623893094	9.89414037125164	9.808318549267632	9.715567407969353	9.794857863690602	9.763381986251893	9.79933296325399	9.695774071138322	9.396068041460676	9.717556900453527	9.587173159046598	9.705313014435463
SCO2121	10.222943294704255	10.090447518598834	10.053464060821524	9.758011903842178	9.84835672859419	9.887069462837472	9.578005946820214	9.840122719291909	10.050100099493628	9.583279519877374	9.610362604204278	9.824293170767204	9.728443700387432	9.46962034786413	9.897013110610615	9.689307672378913	9.519529116885895	9.626773791834886	9.789284263158496	9.495872278060993	9.618890409798835	9.508893931284476	9.495872278060993	9.885087427522805	9.47214338734586	9.349583452149574	9.360601576375522
SCO2120	8.30704903326603	8.591197451002786	8.440330821315774	8.004299833540916	8.123114512466536	7.975738236937099	7.584473325928241	7.635038206685279	7.345632661295555	7.904308432089076	8.703017832167873	8.306546200569068	7.580334438744274	8.730407741304555	7.580243099937936	7.738746893429642	8.610238468658627	8.513383071606595	7.92599249976967	8.521471255949965	8.472116929007361	8.481717669278563	8.499305894116825	7.4790636405437585	8.334620325517607	8.456578148450497	7.920291979862192
SCO2118	8.139961140465697	8.297982280630336	8.223980901559408	8.168105698458772	7.9308700670043555	7.998118300188752	8.269565997404161	8.267555396263624	8.101494972548112	8.44736342256165	8.327008610331866	7.578114148875899	8.245345737609872	8.23725835260477	8.07155652469001	8.18050069323426	8.190720286571127	8.166227018776382	8.231334548669947	8.256336227869877	8.135022654267765	8.181148957331839	8.190905670852512	7.940239391943292	8.251790538991724	8.238775299983603	8.295813631643107
SCO2117	9.04440279110947	8.975662396011	9.195518540500018	8.680537944456148	8.82727716893964	8.89800478164639	9.292172790849948	9.41999435820178	9.946104784724483	8.894520155430481	8.575451106413707	9.683100291337524	9.043406485856341	8.330740094606966	9.357096480374093	9.335062638988752	7.935288880530696	7.841210766022109	8.916826566702701	7.84735729886763	8.303112779131602	7.9802243724022865	8.036659100537298	9.370673079799566	8.175667292057842	7.980535138350202	8.087490530139856
SCO2116	11.714780400829254	11.676892475878063	11.661747351384127	10.845455881830482	11.085816330464413	10.951924007678228	11.241811844288069	11.559423869980963	11.683264693873165	9.396068041460676	9.465166836652102	10.011004248315562	10.238253045603347	10.294046362427473	10.713074156568258	10.562102231760274	10.161105228731731	10.17625517671336	10.283047873915415	10.0446034607408	10.204897640045406	10.09537600630599	9.830104523995532	10.145683539903388	9.75239187628772	9.614967574425844	9.504036311056977
SCO2115	11.99302050609196	11.99673717968691	11.889019553913688	11.541325563420463	11.634193969600227	11.58795585314893	11.487806327315935	11.419114276394343	11.204017639231399	11.014093554035973	11.010048259201932	10.669064743808303	10.910025616255457	10.98839524521508	10.879266985111489	10.804830042764054	10.826950107795547	10.875500723663912	10.958170858995874	10.848902374935955	10.770272239582964	11.068662101688863	11.011671245742345	10.853678024810712	11.05445213439016	10.894714515664852	10.969686093614706
SCO2113	8.86197147951986	10.199657240552146	11.256699249296384	12.50091448086979	11.580694507591886	11.123602200781066	10.447113879316865	10.950021087840947	9.951206405642603	13.217345923215222	12.702567450041972	12.486741895001504	11.523020472035585	11.253011237548368	10.91084714491892	10.745346667182968	11.246528063213471	10.904625202864251	10.088916173101694	10.757637300060983	10.249802935000192	9.72103475438078	10.122846839836779	8.433926877834477	9.25988349668177	9.815082712956745	9.092530724860858
SCO2111	8.900477085601437	8.810152849788063	8.868529770058398	8.710141011193775	8.77126739682453	8.624283065902286	8.57846917982111	8.477170418046105	8.163342879093221	8.545225063977206	8.213700735431472	7.677492561785188	7.975738236937099	8.178725924872913	7.570928958924489	7.854542175252244	8.34884916549563	8.50888992066949	8.244687317285678	8.39267277465976	8.155665019961567	8.40999161573177	8.35741980530322	7.994495649028831	8.419720430034772	8.417896087373823	8.591627774758742
SCO2109	9.74494237100477	9.719815479979317	9.733047327756736	9.274200265814429	9.06719059573074	9.45759121955652	9.318253391650174	9.385970060806068	8.896508460245736	9.338552283732763	9.412774792153112	8.877213352956844	8.933382380434177	8.745733893592515	8.132197854073018	8.36619550298162	8.50719011528974	8.558179708498479	8.33250164814226	8.382587046836635	8.351442533716597	8.317496881254407	8.353938157024157	8.375044981451378	8.588660507753275	8.347562078855983	8.76246904816253
SCO2107	9.849935334179447	9.959575743356375	9.885810613812161	9.35010015752925	9.113855811415899	9.543103607418862	9.039772400438945	9.45866240513658	9.305973715607138	9.394516359593203	9.883380127133492	9.498410440794334	8.946231135990807	9.26571375767821	8.957291340095445	8.57279868911734	8.774289394835199	8.7239636297396	8.646742060954017	8.515410334313835	8.691797435939417	8.583889446522898	8.511740515143098	8.709052959289028	8.92378909237915	8.591197451002786	8.76246904816253
SCO2105	9.82915620883274	9.985259562136934	9.836498429944543	9.705313014435463	9.676472014423249	9.719815479979317	9.633088526928931	9.443970042637563	8.031247152284987	9.690377351521159	9.682227010428555	8.88639310858476	8.920996865533214	9.388982442262964	7.660940622758509	8.438358275026829	9.270613240235585	9.078144671756196	8.779926943912784	9.36418751970279	9.020481418830077	9.212248157796912	9.23909225650295	7.994495649028831	9.244457008706366	9.277366708199661	9.252385778300775
SCO2104	8.117569974100824	8.279987439071672	8.201905250305007	7.814278901180582	8.16587527088273	7.935288880530696	7.1174935275425035	7.171230765210752	6.178208861268434	7.596621580640363	8.51205616343957	7.268797859012228	6.74943603030145	8.251379570298873	6.554017913934945	7.09636572800143	7.918164985165049	7.973295407279433	7.477536942541036	8.067365202588093	7.838946453295078	8.190720286571127	8.005803829700104	6.962073008669758	8.059119152995638	8.030310393933547	7.687137065342875
SCO2103	11.23617178587506	11.152749090783082	11.207149203003627	10.592258119726527	10.603760407677333	10.751404519247423	10.439005450623169	10.49991727693278	10.068449863136674	10.906370506628134	10.97593927524468	10.809488831242383	10.471591403250043	10.595556865709135	10.438054521601789	10.475766990152538	10.696206504836494	10.658379012235752	10.434911000078609	10.573296193926609	10.502184280192246	10.64870897018906	10.705019053483023	10.537433993772153	10.700234865117078	10.751404519247423	10.665984169427674
SCO2101	9.403491888161547	9.651289230326938	9.377406983110586	9.436890741793698	9.384916328886735	9.570541583108778	8.89826098805382	9.595720281898572	9.649133913122338	9.169246300457885	9.294146818739943	9.557407383741754	9.310238779016846	9.251975116242045	9.668657514908737	9.528196278965723	9.17616199298607	9.269875085861525	9.449359504131165	9.135471417503865	9.42887455203733	9.240510540626632	9.085259923213345	9.648070934373823	9.196923104322352	9.060822062164043	9.17616199298607
SCO2100	7.998118300188752	8.120713693275334	8.085346047779057	8.239007133640225	8.102077745331844	8.200364102136497	8.144327570045155	7.931188743287351	7.039594564407185	7.366021261275551	7.569316324831507	6.689042297095416	6.790583278136544	7.572339436201306	6.450513556340449	6.718523517581869	7.405499757434632	7.57134372408578	6.874860373774053	7.5588863723586295	7.345632661295555	7.488751481989356	7.531571321078713	6.596078225495002	7.531467162760309	7.676807415035441	7.753285404317536
SCO2098	8.844909211942772	8.993897448905745	8.811444933648378	8.476785055430934	8.536769820276085	8.489384657824012	8.008357900155751	8.19311907317255	7.6480767826269975	7.961933867703486	8.520903616674149	7.741811975876309	7.640123208140565	8.516364854486628	7.094876782046807	7.885134594569821	8.50719011528974	8.268847229268747	7.883866467636742	8.256336227869877	8.34800381336368	8.583889446522898	8.493479744246672	7.7503415468634405	8.490793451583256	8.556512053126516	8.327417533418828
SCO2097	12.966049502268794	13.23644619821124	13.058511550017522	13.621937198573475	13.357406112320126	13.483876389258807	13.708170921418601	13.439183572861413	13.580817788750537	13.986713744349	13.637285625220478	13.708170921418601	14.081125082456568	13.722095765517118	13.867521346986809	13.965377348588246	13.855850151213163	13.867521346986809	13.882559305314507	13.79552577252169	13.767508684505609	13.544965387613793	13.654329542298749	13.882559305314507	13.621937198573475	13.672580315813303	13.882559305314507
SCO2094	12.477002529408837	12.379466342400068	12.39842909882703	12.281567383646108	12.125091290767061	12.265075552205012	12.310494641045285	12.057173142257609	12.066824057667779	12.142092428284426	12.06543447598137	12.112626271328764	11.903887061029968	11.885325701750983	11.866050258161419	11.849880332832686	11.939464733015075	11.863100479787246	11.855170799589208	11.884022611679775	11.892763355614052	11.872165494647392	11.796481424434415	11.964168727650362	11.891383649615413	11.9491149738647	11.960547867322441
SCO2093	11.040143378384576	10.945767082452232	10.908140223947253	10.380968749668792	10.348713559110456	10.363513177858835	9.997725955355868	9.91702696696387	9.299635250814127	9.672720993518837	9.695268707717656	9.166302326209557	9.24727047000846	9.541153514608155	8.425493588054952	8.848202658915973	9.51542381174141	9.427893611327018	9.135471417503865	9.41999435820178	9.33313780018372	9.58078303980626	9.483217982681243	8.63179977501649	9.62725723366348	9.559503448875848	9.530744869026606
SCO2092	10.203412240525935	10.140939853717699	10.07126208103574	9.656485806354986	9.689307672378913	9.7119229166385	9.570541583108778	9.510861176410433	9.177569280840196	9.103678000698215	8.95206915685506	8.382971437768358	9.078914822168741	9.170939987693421	8.81236027404361	8.96296512057439	8.875600734263688	8.955513518824802	9.161515496709754	8.999847385163159	8.860746194683006	8.942725455624299	8.920719998302541	8.971676985805336	8.9672682871932	8.830378980095196	9.081334437032405
SCO2089	10.302474197441153	10.291236290985982	10.174608166755835	9.948026414098823	10.09537600630599	10.117193696640733	10.07462373438846	10.222943294704255	10.19384129391363	9.90354391820821	10.42491236112835	10.079801821742707	9.815082712956745	10.23886242024869	9.994722243398432	9.9591049394577	10.022898492958298	10.036638608313858	9.853194421122671	9.997725955355868	9.914743801486727	10.116700917118145	10.055231037971032	9.815712925749018	9.992948184467412	9.995102893522724	9.544985289906894
SCO2088	12.135231017450508	12.242805295828935	12.18391919112491	11.922115201129547	11.946058067464213	12.089164992403365	12.125091290767061	12.0967705326453	12.089164992403365	11.826357017095846	11.846853640994256	11.717601031888051	11.686458662978954	11.638355764780435	11.709680113186558	11.582006130786345	11.635194754786731	11.61409941658789	11.479479880407897	11.521420736855104	11.513397550214556	11.468291281717079	11.455340050678943	11.36184661078233	11.321107402695382	11.310101493337429	11.260892144149542
SCO2086	11.010048259201932	11.016497015870579	10.96493092385326	10.468464632488638	10.56775261747704	10.659989231905431	10.275035619144898	10.632184737807233	10.624758643606668	10.210587078768198	10.373794835576145	10.348713559110456	10.220438995227564	10.258676928748567	10.318367247822135	10.252921651625165	10.27205090688571	10.280195512200352	10.196676988580432	10.19215994601048	10.159393553407272	10.259651878237532	10.281779776534949	10.244962862702721	10.12638669085553	10.121450307676405	9.945502464873636
SCO2084	11.059107971630628	10.864568772349031	10.86196730872393	10.746182566624853	10.645750053399034	10.718538978080728	10.639005763744974	10.763251759784824	10.485132387751708	10.880058973960695	10.699594165815022	10.495311019302482	10.691681399960679	10.666631562675143	10.674861745046762	10.526324062474327	10.531975617019924	10.540843535982292	10.531975617019924	10.506940185110203	10.571756103023269	10.68327239230075	10.636108763353702	10.516889086225731	10.572358469487703	10.653459539586446	10.547616988013832
SCO2082	12.46771051917611	12.472803082313243	12.585480716916676	12.461999617023903	12.39291120081366	12.448004066710874	12.472803082313243	12.481515705764668	12.496924521327838	12.75947180540921	12.69278262897697	12.606110363265739	12.6287693104391	12.648551382023761	12.706107685022243	12.518236768806736	12.671466827366313	12.64471570204825	12.492734493505472	12.675591900978562	12.576254766361275	12.6328776333613	12.653607423422438	12.567102924109497	12.665502453184462	12.625216551123458	12.567102924109497
SCO2080	10.25428655493723	10.272779547271362	10.332824489624786	9.769499830321548	9.897547675086019	9.993644888870776	9.891358312899154	9.79933296325399	9.321102664554395	9.712632772222461	9.826253123253672	9.660602207046674	9.636497464831615	9.760540594566137	9.221448668327632	9.461457468616908	9.943396851732693	9.902391948233657	9.717834696917699	9.952681648898945	9.851355266970195	9.90869709104605	9.897547675086019	9.795421047869947	9.841986986287305	9.847257988777132	9.85446086172777
SCO2079	11.69857368828662	11.674757573547875	11.76543713513808	12.055208629129815	12.135231017450508	12.085591325322277	12.336859095178001	12.142092428284426	12.177276734262719	12.89403252168092	12.793830841216868	12.929976130019288	12.846482045819467	12.821826418097023	12.808960466714794	12.6287693104391	12.775218842552226	12.680782823004433	12.53169301006811	12.769581852857243	12.69278262897697	12.62044091402073	12.680782823004433	12.73336159059814	12.717430363423443	12.769581852857243	12.812360256926272
SCO2077	13.23644619821124	13.40080427216293	13.391870982167479	13.810097491388921	13.949458641457769	13.867521346986809	13.824082561147781	14.06534389393156	14.224820460152685	14.389096832292388	14.564850153431395	14.767019704002466	14.564850153431395	14.631189591293495	14.605307345137932	14.631189591293495	14.605307345137932	14.631189591293495	14.467009996845812	14.67548024000021	14.540630783451222	14.389096832292388	14.437039760561337	14.467009996845812	14.503411748636264	14.605307345137932	14.503411748636264
SCO2076	11.808375523133023	11.751388377982654	11.638355764780435	11.471453359585826	11.667814231400556	11.459232782438947	11.317987960882606	11.385434556315772	11.663584859311245	10.716946330531542	10.707754015931826	10.705019053483023	10.78104922150256	10.634282792147854	11.03091051852332	10.925714382674471	10.438054521601789	10.485657023379485	10.718538978080728	10.430146100263348	10.58582280597855	10.701565602520969	10.669819112334219	10.89377942820345	10.713074156568258	10.456519161796816	10.427788177401204
SCO2075	7.940458646646833	7.846474174073884	8.026919493715983	8.172560327064044	8.409301164555114	8.34403442615487	8.73403309862121	8.257597272692607	7.350274525087319	8.899163287546635	8.660521713049025	8.743021630053637	8.514129805540495	8.904785691694688	7.682858306042194	7.957911648028611	8.743388600842792	8.687178223621324	8.196140931264347	8.772076560961885	8.53483854829328	8.35994943420756	8.38811064332669	7.773763276992128	8.23992580554403	8.293087609733625	8.377994044705073
SCO2074	10.243961378299765	10.359003714246887	10.276522130855868	10.562102231760274	10.252280436080506	10.43710359258041	10.523398524612531	10.252921651625165	9.812541962284476	10.429334200660744	9.983612830476382	9.754077793305088	9.94403354029217	9.751353681908649	9.4138978625471	9.426941575414075	9.761742817285226	9.837293603184104	9.80128629563178	9.780977559330903	9.707655226019062	9.714933146057469	9.746079679292036	9.439318612980468	9.741588676720367	9.657534022522617	9.902967933220934
SCO2073	10.665984169427674	10.770272239582964	10.606409998099085	10.592258119726527	10.380233772427871	10.5778189276589	10.416382718902533	10.42705405374427	10.191491858394057	10.135442977200155	10.056566306990824	9.826820495383805	10.004367087797945	9.946707104575331	9.702319671508704	9.78709183197569	9.967759697364231	9.897547675086019	10.001190966927062	9.94137064521759	9.835839966245157	9.849935334179447	9.877327189910526	9.777397711371771	9.798157118724108	9.732525377716211	10.022578140889708
SCO2069	8.785355232183175	8.76288302381873	8.638422531328468	8.943348645696874	8.82727716893964	8.7105999164007	8.918042467399712	8.721433871042144	7.981407702957759	8.618825099879926	8.580906196747282	7.868929206074381	8.066035826631687	8.440162394754298	7.4929894872143405	7.84346057246968	8.475560389926013	8.388375579732458	7.862544316455602	8.402701519179143	8.339698395125295	8.464291908147452	8.517728413917103	7.557563435422774	8.6254904837369	8.543546794237457	8.773872645834071
SCO2068	8.925282109223598	8.546415613020002	8.62392360338962	8.640034452084581	8.481207148521015	8.700842930612158	8.829569803194321	9.223120770492597	9.305973715607138	10.861328077793129	11.432684795599018	10.864568772349031	10.475766990152538	10.753435506025141	10.652234230319825	10.819983934828405	10.844470294346976	10.765953942949853	10.825747304135945	10.85194306441013	10.87084101752629	11.113322445584435	11.386584798355303	10.927915946393389	11.186667459354982	11.308510378715358	10.756681110390996
SCO2067	10.91606796710613	10.762002242375733	10.98839524521508	11.373933954062684	11.443269177716813	11.44584134663433	11.17590622489289	11.115021829561332	10.954569657960384	11.327345124138406	11.68239110984839	11.714780400829254	11.666558596794642	11.828917973368688	11.667814231400556	11.608040659042437	11.741087261397963	11.692098612965692	11.293458721933895	11.716190716358653	11.762946220425436	11.537917029151732	11.610482699515199	11.256699249296384	11.499740529489983	11.50974362308676	11.407578472371899
SCO2065	10.035979408895564	9.879606117379213	10.09537600630599	9.790534014054762	9.7786279908699	9.74981371554558	9.717556900453527	9.728443700387432	9.763381986251893	11.108048870600475	11.195817759776324	10.954569657960384	10.508377130758705	10.53091330394101	10.528101021962629	10.524876535728293	10.48460775212393	10.402650097435119	10.355791849182339	10.440264910477088	10.49702444434271	10.49109912198686	10.55480920347485	10.528101021962629	10.596335063646029	10.633764169584667	10.53303793009884
SCO2064	11.5052839687241	11.537917029151732	11.592308247911628	11.560365114071336	11.709680113186558	11.676892475878063	11.686458662978954	11.696597371687783	11.906636969350405	11.05358364804818	11.075883982476983	11.30191821603091	11.320114287277026	11.375713084307877	11.544779901532326	11.511083620072318	11.397375968286598	11.36887304866637	11.4063129844722	11.357034581570408	11.352992848238888	11.394937066680722	11.297882541213488	11.386584798355303	11.359185963910448	11.304220646349668	11.213510558647087
SCO2062	9.169246300457885	8.870748575559258	9.12027930529931	9.106654773125236	9.303448984923362	9.116611449152815	9.215048122005397	9.101341415851104	8.956511151472675	8.29686849522373	8.255973409807202	8.385939576831088	8.527779552962214	8.529464804757554	8.33333508151846	8.408066941632216	8.337714150857964	8.310315693999524	8.56773154664762	8.269565997404161	8.303112779131602	8.621145459329185	8.395901263579672	8.370339398651293	8.498496424287417	8.351442533716597	8.312737790307562
SCO2057	9.62725723366348	9.685372249197913	9.500494450381627	9.235741803346006	9.373227737450804	9.280276939079563	8.995131914659886	9.270178336963902	8.665198409428049	8.63489756753254	8.575451106413707	8.472116929007361	8.543070313387808	8.681395517144367	8.306266797387478	8.408066941632216	8.63489756753254	8.687178223621324	8.603840003479236	8.637369436671994	8.582513941373971	8.635165975169489	8.638066414840376	8.505107941540432	8.460859790533084	8.6436698908833	8.640543392562297
SCO2054	10.697830132490738	10.537433993772153	10.659189353351605	10.17625517671336	10.204897640045406	10.142548786333013	9.799751377266203	10.113166024616376	10.093934415999785	9.531436951041933	9.564675389901597	9.61955718523438	9.724625823525724	9.490347815361506	9.858827500834439	9.931038817324819	9.575045033738395	9.645914836313743	9.914743801486727	9.682227010428555	9.837871634561063	9.706511700958107	9.721570201288957	10.007095074348392	9.88178985139748	9.690377351521159	9.849935334179447
SCO2053	10.540142680595004	10.302474197441153	10.503000431123615	9.905324733623402	10.003780834546156	10.100853070024096	9.829630366414136	9.898768659318877	9.889359614271578	9.51542381174141	9.474413311412622	9.387960621725874	9.519208863452889	9.495339418093593	9.43818366090764	9.488768893094353	9.427417593370546	9.483217982681243	9.454164358475964	9.46215221625387	9.548790790764091	9.582592614599934	9.478034397850099	9.443970042637563	9.611767564722344	9.466807321323156	9.313198299120929
SCO2052	10.151527289656554	9.997725955355868	10.163584976982754	9.427893611327018	9.495872278060993	9.560397427230068	9.605718788580152	9.000645506138653	8.343985449835323	8.535265857658505	8.902916145444983	8.042588221243841	8.519210178973658	9.019753618164117	7.592710980302996	8.091162975476477	9.008194105013217	8.928577294751936	8.417231343615754	8.93385917603623	8.996605251586965	9.153544830131688	9.107856539670589	7.653254784402332	8.933382380434177	8.906174074152352	8.880523563501612
SCO2051	9.915671002505688	9.739746970542516	9.812541962284476	9.253585639346607	9.360601576375522	9.385254230631235	9.193875357940675	9.0057632957302	8.45939438288502	8.570345059559724	8.614864175021506	7.925244214992702	8.190720286571127	8.753025075370044	7.885134594569821	8.44736342256165	8.679232993489293	8.880523563501612	8.406945143510368	8.779926943912784	8.628542485001596	8.939532961900387	8.766347869102562	7.973700248338948	8.751220851912933	8.766347869102562	8.698305566016057
SCO2050	10.880058973960695	10.756681110390996	10.970707287473934	10.111729524495578	10.277764367389992	10.240389431023758	10.035979408895564	10.079801821742707	9.670600606833752	9.741047072936524	9.717556900453527	9.309171685177377	9.443563044593791	9.705313014435463	9.192206410540809	9.395602598216879	9.707083463488583	9.780268897959058	9.531436951041933	9.55842531907638	9.735235963296875	9.728443700387432	9.612439709102077	9.396068041460676	9.76661215399696	9.649133913122338	9.732525377716211
SCO2048	10.898960974434067	10.97172848133316	10.941407750611882	10.243176227578587	10.301190642728855	10.471025185505312	10.128563602835124	10.094251704167815	9.899434967407087	9.948026414098823	9.904118280711451	9.72795066094848	9.783462523558843	9.841986986287305	9.657970898627502	9.911598715467187	9.999530401965387	9.949865197717283	9.975521707913135	9.995102893522724	10.005742071426013	9.968371975905338	9.975521707913135	9.758011903842178	9.977238569170837	9.841986986287305	10.042289639651447
SCO2045	10.374973275915174	10.363513177858835	10.425844622599813	10.356362260345508	10.188399540944149	10.302474197441153	9.849935334179447	10.0446034607408	9.751872779098186	10.054585947611208	9.992948184467412	9.663009945680477	9.767486788644732	9.937643974353126	9.489717763671893	9.729155417103776	9.962072101950325	10.051901097146883	9.985259562136934	10.066387968599795	10.091230193280367	10.021715167327166	10.089664843917301	9.919314189646606	10.170430872479042	10.144359644391312	10.303784580997979
SCO2044	7.963587029513567	7.855754731957823	7.736694085804728	7.341319031163845	7.3739565139398735	7.378865882509962	7.097220364069294	5.644006652483972	5.7534515122586996	6.1791327521409025	6.59739053707608	5.901679591856197	5.133890041787038	6.600795506170949	5.316885008210537	5.169199177713205	6.670838192993038	6.334275533909652	5.627141339685964	5.9881598825383175	5.779132168932706	6.200416152800691	6.0755670170253815	5.225456251144285	6.458920127373523	5.9571621317410175	6.148280336296514
SCO2043	9.319744037005224	8.9888210433887	9.08287519796652	8.484904812319511	8.639098932642503	8.644067089559853	8.535592707120525	8.936794818312029	9.327190068607548	8.276665373692161	8.311647184031134	8.564790677550356	8.704231288870965	8.20789275604135	8.85088464880397	8.784490274879662	8.095482993901083	8.124432161789406	8.461921970188929	8.030597141083561	8.28926823999713	8.35576515568022	8.228558795225728	8.895839715461982	8.251790538991724	8.196140931264347	8.049642334295115
SCO2039	10.451146055533924	10.601158774561178	10.565971662714302	10.212512552027167	10.248402890305202	10.299842727188729	10.041549387813827	10.280195512200352	10.253604103281198	9.87440929519412	10.116700917118145	9.955823030923323	9.984214503869175	10.069775369460524	10.010464515545426	10.026335596194842	10.138219168764994	10.142548786333013	10.230857906036064	10.207265583291239	10.125650118285087	10.053940857251385	10.125257481993655	9.919314189646606	10.073143245237715	10.094813855236904	9.982368206862256
SCO2037	10.837065482756238	10.76056011030287	11.131938973590866	10.52263120664498	10.395558273146845	10.482831784662505	10.52560029910131	10.342528945761652	10.31471369282255	9.734592923951183	9.617545651666482	9.411009287254261	9.597673721735406	9.648070934373823	9.519529116885895	9.538520250078083	9.459562077302785	9.611350284441535	9.46215221625387	9.548151644138958	9.466807321323156	9.666247955789629	9.519529116885895	9.42447539436602	9.506713253042145	9.36903508061652	9.479799286605305
SCO2036	9.778918191236539	9.891358312899154	10.115027430108329	9.471628660260977	9.331204605991827	9.504036311056977	8.761995889993553	9.292989343507053	9.063880453161799	8.80934507399422	8.940488200561914	8.708123877081619	8.622043219031122	8.875980319552129	8.585828498479152	8.690335646496203	8.955974273099597	8.971676985805336	8.937512106157442	8.975374010658484	8.86331199237805	8.972945672420565	8.842116328610318	8.859887640047486	8.841835311484218	8.856673601783614	9.035218588988595
