ID_REF	VADS_01047_N	VADS_01047_T_E	VADS_0135_T_M	VADS_0279_T_NM	VADS_065_T_NM	VADS_0888_T_M	VADS_1102_N	VADS_1107_N	VADS_0190_T_NM	VADS_209_T_M	VADS_435_T_E	VADS_834_T_E	VADS_856_T_NM	VADS_933_T_M	VADS_pool_N	VADS_pool_T_E	VADS_Pool_T_NM	VADS_Pool_T_M	VADS_0103_T_NM	VADS_0118_T_LR	VADS_0165_T_M	VADS_0167_T_NM	VADS_0203_T_M	VADS_0215_T_M	VADS_0218_T_M	VADS_0330_T_M	VADS_0357_T_NM	VADS_0408_T_M	VADS_0409_T_NM	VADS_0423_T_NM	VADS_0429_T_LR	VADS_0621_T_M	VADS_0629_T_M	VADS_0684_T_LR	VADS_0702_T_LR	VADS_0744_T_M	VADS_0829_T_M	VADS_0847_T_NM
1079_g_at	144.7	50	270.4	61.1	78.6	110.8	176.5	39.6	72.8	199.8	103.4	62.2	90.5	412.5	120.6	57.2	202	263.7	57.7	36.7	27.9	24	25.9	81	79.6	85.1	107.7	51.3	39.1	93.1	48.6	60.6	133.8	20.6	57.4	237	105.8	59.4
107_at	63.8	62.5	14.1	89.4	198.3	16	87.7	42.9	109.3	38.3	80.4	13.9	78.2	62.6	58.6	52.5	29.9	58	94.1	77.7	53	176.3	59.6	108.2	91.1	157.2	59.6	175.6	194.6	114.5	197	68.1	130.8	106	133.1	166.3	157.7	82.4
1080_s_at	12	12.5	18.8	18.5	34.9	21.2	11.1	88.2	67.6	27.7	25.7	19.9	141.7	18.3	6.7	23.5	34.7	16.9	23	10.7	16.2	15.1	8	25.8	14.5	8.1	11.4	17.1	8.6	7.4	14.4	10.8	7.7	5.1	5.3	8.4	12.4	15.9
1081_at	1594.7	42361.9	7235.3	6700.8	26154.2	6909.1	1196.4	1818.7	11233.6	3813.8	10687.3	1175.5	10661.2	2945.2	2916.4	17572.4	6485.9	9033.1	11744.6	3135.6	11149.5	14805.1	2700.8	6112.7	26298.2	3118.1	5123.9	9899.4	4001.8	25898.3	9645.9	8967.6	3054	29413.8	14024.4	2025.9	11707.5	27516.8
1082_at	100	293.8	272.7	216.4	328.3	454.6	138.5	19.1	314.4	11.3	194.6	206.2	198.8	32.7	275.4	175.1	270.5	128.6	208.3	247.5	132.3	212	180.1	515.6	110.5	206.5	179.8	202.5	170.3	117.3	239.7	409.3	170.2	87.1	153.8	203	212.8	315.5
1083_s_at	889.9	554.2	624.5	117.5	361.8	492	2645.4	1580.3	476.4	603.6	870.5	500.6	323.8	415.8	2125.9	1040	1376.6	398.7	864.6	798.3	552.6	223	583.5	1364.5	411.4	627.3	510.4	369.2	957.4	229.4	59.1	365.1	689.6	422.6	470.8	281	153.8	224.4
1084_at	186.6	368.3	61.9	249.4	35.5	17.9	21.4	139.6	63.1	39.1	169.9	216.1	141.6	24.5	51.4	137.5	545.1	248.8	24.9	20.5	64.3	180.2	26.3	67.9	184.3	170.1	63.9	43.1	134.9	103.8	122.4	43.2	93.1	49.5	187.3	192.2	172.8	114.1
1085_s_at	420.5	821.4	751.1	708.1	440.9	711.9	739.1	479.2	1040.3	463.3	743.7	718.7	437.4	1143.1	667.1	490.2	629.6	468	680.7	694.7	1904.8	608.1	450.4	229.7	402.2	757.3	413.8	467.5	409.6	294	750.6	557	470.3	502.8	402.2	1124.4	646.3	638
1086_at	77.1	116.1	106	18.5	42.4	28.2	41.1	44.4	53.2	11	34	13.9	21.3	34.9	32.1	77.8	60.8	110.9	55.8	33.6	32.6	10.5	20.4	31.6	21.6	41.6	43.2	41	44.4	42	33.2	37.1	9.2	26.1	24.9	39.9	59.6	35.6
1087_at	59.1	368	40.1	307.3	166.1	142.1	58.1	43.5	51.7	39.5	55.9	95.2	67.5	42.1	100	147.6	86.5	353	19.9	36.5	31.5	122.6	42.2	325.1	20.4	35	70.7	122.2	37.3	46.4	107.9	227.2	55.2	122	68.7	146.8	114.1	30.9
1088_at	43.9	99	21.2	16.6	107.5	7.7	29.4	28.5	29.4	29.6	21.5	98.9	93	13.2	56.1	33.3	21.6	28.5	52.9	34.3	28.4	86.2	19.1	6.1	90	6.6	57	25	10.9	70	14	6.6	8.7	193.4	90.9	36.5	49.5	1.7
1089_i_at	31.8	187.3	669	199.8	199.2	454.8	40.7	452.3	53.9	75.9	317.6	509.9	32	218.3	52.5	820.9	58.9	411.5	22.1	16.9	353.7	26.5	424.2	164.4	281.1	19.6	220.5	505	221.4	17.9	20.4	461.3	441	15.5	238.5	416.5	236.2	13.3
108_g_at	832.8	551.9	149.3	129.9	912.8	555.4	1029.5	1122.4	507.6	200.3	130.8	165.6	75.8	323.9	1377.2	227.8	825.7	1150.6	1019.8	381.7	110.4	529.8	489.1	872.9	572.9	327.3	1303.6	668.9	680.3	362.5	417.5	698.1	589.8	1020.8	1434.2	249.5	465.9	869.1
1090_f_at	21.6	166.5	70.1	41	23.5	45.6	31.1	19.5	63.6	124	57.4	39.4	145.8	180.9	26.9	16.6	174.3	139.2	48.6	33	96.6	82.8	93.7	13.9	25.2	22.2	114.2	61.9	62.5	23.1	25.9	75.9	18	6.9	9.8	27.1	40.3	25.3
1091_at	893.2	654.9	238.6	926.4	1262	744.5	470.1	589.1	1078.6	1701.2	609	1018	1430.6	357.1	808.4	1291	1060.3	1427.5	949.2	910.3	234.4	399.9	991.6	1206.7	1087.5	1054.2	1386.9	1035.1	818.3	1401.2	924.2	1668.2	2139.3	1047.7	1300.9	766.1	1210.9	1678.3
1092_at	1075.3	981.4	413.9	1984.6	1553.5	1053.8	966.9	1696.3	2449.8	2898.5	447	293.7	438.2	1276.9	1276.1	1265.5	1852.2	1825.1	1441	1063	1109.8	920	4410	1927.9	2109.4	1657.2	2694.9	1409.3	855.3	1834.2	277.3	648.3	7045.9	518.2	882.3	263.4	1277.5	893.8
1093_at	112	145.5	35.6	193.5	132.2	200.3	232.1	203.8	70.5	15.7	192.8	143.1	309.3	29	151.4	133.5	35.5	80.4	131.8	98.6	107.8	91.3	39.2	121.3	99.5	41.6	91	103.4	93.2	73.7	164.1	121.8	115.7	67.2	120.4	107	131.7	128.1
1094_g_at	374.9	268.8	95	158.6	610.5	149	405.2	296.7	115	66	80.8	54.6	18.9	56.4	340.5	310.4	129.5	104	452.1	252	262.4	165.9	251.1	238.8	358.7	302.8	467	541.6	283.9	619.2	76	353	423.9	245.8	433	491.1	328.6	311.8
1095_s_at	10.9	7.4	126.2	11.2	21	33.4	60.4	2.9	27.1	60.8	17.7	15.4	8.2	10.9	4.6	4.4	6	20.1	2.5	2.1	14.7	3.1	12.1	4.4	2.5	3.7	20.9	5.4	3.5	5.9	6.2	3.9	14.7	17.9	5	1.5	1.6	2.8
1096_g_at	59.5	331.3	625.3	97.9	65.2	383.8	382.1	318	559.7	447	299.3	120.6	598.5	424.5	137.9	286.2	689	253.7	163.6	385.9	899.4	417	192.1	684.1	148.4	413.7	379.8	248	304.9	149.4	93.9	712.2	163.8	268.5	225.5	377.3	286.5	197.5
1097_s_at	264.5	299.9	427.6	198.8	315.1	356.6	233	407.8	273.7	107.3	278.4	250.2	281.1	139.7	355.1	204	298.4	312.6	91.2	273.3	491.9	317.5	184	190.7	190.9	243.6	297.2	338	278.8	245.2	267	365.8	146.7	146.3	247.6	256.4	138.5	176.2
1098_at	4.4	15.6	39.7	10.6	13.9	15.7	7.9	4.2	158.2	72.6	322.2	70.9	119.8	17.2	17.2	10.6	132.3	18	7.5	8	29.3	44.7	28.2	47	8.3	29.2	9.6	11.1	5.8	48.6	15.6	65.5	16.2	50.4	11.5	8.5	11.7	10.2
1099_s_at	58.6	33.2	390.9	96.3	241.3	368.9	63	877.7	243.8	54	31.8	449.7	163.9	30.1	503.8	184	132.6	251.7	306.1	314.1	195.4	575.3	67.2	565.2	207.8	173.9	138.7	713	41.1	51.6	63.2	53.5	38	805.7	62	198.3	200.9	146
109_at	788.6	236.8	591.1	540.8	1517.2	617.2	763	793.9	803.6	1027.8	1893.9	802.9	1121.6	695.3	545.7	915.2	700.5	595	393.4	564.1	806.9	1325.7	968.5	813.1	867.3	954.8	637.1	1163.3	490.9	811.1	1332	1187.4	840.1	939.5	1036.9	718.2	1135.6	1608.9
1100_at	1307.9	1672.3	1550.6	1648.3	1958.4	1575.9	1418.3	1575.1	1861.6	1307.5	2454.6	3075.6	2630.8	1238.8	1977.4	4039.7	1846	1343.8	4766.4	2140.1	2409.7	1845.4	1467.6	2281	1582.4	2075	2091.4	1812.4	1520	1813.6	2953.3	4814.1	1348.6	2275.5	1562.3	1880.7	2062.9	3101.9
1101_at	476.4	243.2	276.5	231.6	79.6	248.2	68.8	241.4	46.7	107.9	266.6	184.4	55.6	61.8	318.6	272	312.7	145	172	166.9	153.6	172.2	153.8	95	136.6	124.6	81.3	114.9	130.5	58.6	207.3	122.8	74.8	149.6	60.9	44.5	174.1	25.1
1102_s_at	436.9	274.7	371.6	394.5	363.5	156.3	227	42.1	338.1	483.7	182.1	35.5	374.2	336.8	323.7	261.1	361	221.5	272.8	418.8	331	497.1	150.8	876.8	318.7	477.5	453.3	213.1	634.2	384.9	651.3	314.5	351.4	587.1	165.6	471.7	292.4	600.4
1103_at	294.3	71.3	79.4	87.2	37.2	79.8	228.1	416.8	143.6	76.6	40	171.4	81.9	22.3	625.9	275	234.4	45	58	107	738.9	269	53.8	1082.7	13.3	113.9	31.1	63.7	302.1	34.8	122.5	231.7	170.7	207.5	139.5	40.5	27.6	35.8
1104_s_at	2644.2	6317.8	15427.1	5888.4	7406.3	14195.1	3861	3827.2	12004.1	14828	3233.9	15185.7	6821.2	694.8	3409.7	5855.2	6843	16631.7	10145.6	8517.9	3571.5	12427.8	15486.9	5719.7	23830.2	21760.2	27430	24830.6	4506.8	4897.9	6578.1	15636.7	12479	10774.6	9350.9	21907.4	8158.5	9411.9
1105_s_at	3524.2	2433	2663.6	1720.6	1460.2	1767.1	2354.6	2274.8	4371	1601.5	2185.7	1934.7	941.8	4367.8	2806.7	2537.9	7946.7	2976.4	1944.9	4065.9	4655.1	3182.9	2638.6	1632.4	1582.6	4423.4	2420.5	2698.8	4131.9	2022.8	2197.6	5371.4	2364.9	1495.9	2502.8	3624.3	2412.3	1606.8
1106_s_at	1506	909.5	1632.7	721.5	825.2	1114.4	968.5	1211.1	1525.3	506.8	642.1	1450.4	680.8	1696.2	1067	778	1805.7	1934.6	788.3	1274.2	2443.8	1562.3	1099.7	583.4	1245.9	2060.4	1371.3	926.5	1497.7	496.4	604.4	1576.9	576.1	845	639.2	973.6	694.9	583.9
1107_s_at	910.6	3070.5	2954.1	20903.3	4510.5	9911.5	1290.2	2014.8	11640.4	3751.8	4098	16469	1960.6	3142	3856.5	15874.5	10373.5	23994.3	4776.5	26817.8	3704.4	6665.8	3965.6	10622.5	6813	22033.1	5515.3	5971	7625.8	13915	7129.5	6103.8	7277.7	4035.7	8020.1	6943.3	16902.6	5026.6
1108_s_at	738.6	923.5	329.2	106	614	52.7	762	1198.5	499.3	289.6	317.9	299.3	223.7	52.6	956.9	160.1	93.4	73.3	492.5	444.5	603	303.5	1153.4	391.1	654.1	216.8	852.9	250.3	324.4	525.2	516.9	42.3	369.4	836.1	222.8	528.8	341	322.6
1109_s_at	47.1	56.9	125.1	359.6	119.6	264.5	229.4	69.8	128.3	95.1	49	64.2	43.1	56.2	169.7	241.1	161.2	88.1	72	37.8	60.4	37.3	34.7	86.9	23.8	92.8	25.5	51.2	171.3	26.3	108.1	75.6	45.8	46.6	40.2	52.6	107.2	43.2
110_at	487.5	1519.3	992.9	1687.5	831.6	997	271.8	706.8	613.2	169	175.5	503.4	712.3	260.3	678	807.4	306.4	1367.5	932.2	619.6	813.2	385.2	429	591.9	236.3	1119.9	500.2	763	195.8	923.9	884.4	366.3	888.1	302.5	282.6	555.3	227.1	985.4
1110_at	184.1	239.3	289.8	309.3	116.6	153.7	179.8	296.9	183.6	80.6	291.2	411.9	273.5	227.1	347	192.6	97.5	149	157.1	146	158.2	116.2	130.1	108.4	163.6	133.8	409.3	249.9	97	240.1	196.4	211	180.4	143.3	91.3	205.8	47.4	99.3
1111_at	52.7	46.2	285.9	157	277.3	45.1	59.9	140.8	287.1	437.4	48.7	30.2	46.7	90.8	18.7	90.2	156.5	62.2	23.8	9.3	28.3	15.9	15.2	65.9	44.6	9.6	9.5	32.5	41	50.2	18.7	11.9	56.7	105.1	27.6	24.3	37.3	67.7
1112_g_at	189.2	75.6	668	78.9	340.6	216.5	282.1	88	242.4	263.2	456.9	35.4	388	295.4	110.4	377.1	204	74.7	149.8	122	285.3	150.8	185	190.1	44.8	335.8	124.6	125.8	60.5	59.8	182.9	56.3	222.4	108.5	61.2	101.5	132.2	124.2
1113_at	110	561.4	25.8	381	251.3	143.3	71	24.1	116.4	19.7	53.7	59.9	28.9	251.6	47.8	173.4	252	216.4	153.4	249.6	23.1	27	156.3	205.3	247.8	404.3	285.4	334.1	231.9	561.5	340	23.8	573.1	61	16.9	348	342.5	274.2
1114_at	394.2	317.5	437.7	405.9	169.1	378.4	448.8	436.7	172.3	148.7	51.2	79.2	51.8	120.5	686.3	169.2	112.3	248.5	360.8	229.1	301.1	291.1	361.9	237.5	237.3	175.9	216.4	296.1	147	331.9	41.1	99.5	394.8	318.1	139.9	186.7	184.5	104.6
1115_at	80.9	66.7	43.6	47.8	190.7	44.1	39.1	44.6	67.6	31.8	546.1	15.3	66.2	257.7	92	57.2	198.9	156.9	26.9	96.6	19.5	16.3	145.7	115.6	100.8	61.3	96.5	89.4	25.8	65.2	19.1	97.5	76.5	20.4	17.4	43.8	28.3	42.7
1116_at	528.1	145.7	297.3	267.7	368.1	320.2	249.1	448	548.2	241.5	422.4	232.1	341.8	485.4	450.9	364.1	285.6	358	261.2	324.7	469	272	312.6	341	238.5	399	368.2	347.5	541.1	423	288.3	572.8	436.5	266.3	321.7	419.4	176	358.5
1117_at	557.2	2664.2	597.5	1930.1	448.5	300.3	816.6	1293.4	650.8	600.4	576.2	396.6	1661.1	344.1	894.3	799.6	584.5	775.1	211.4	634.5	478	382.7	37	1010.8	379.6	1123.1	147.6	147.1	1248.4	2700	2564.7	184.8	523.5	387.9	34.4	1725.4	735.5	182.4
1118_at	193.1	389.7	308	222.8	61.2	54.5	145.2	210.3	670.1	51.9	445.2	64.4	194.1	376.2	288.8	300	47.9	317.9	136.2	338.4	263.5	115.5	155.1	389.1	125.1	236	379.4	1075.5	180.9	124.9	29.7	350.8	340.5	218.3	256.9	268.9	300.8	138.4
1119_at	1003.6	828.1	794.9	993.4	577.6	997.1	849.5	1131	852.2	646.8	736.1	702.6	728.4	1114	697.1	801.6	834.3	1172.3	847.2	678.2	732.4	1060.6	1463.5	1149.7	964.8	952.8	885.8	1619.8	1021.2	838	818.8	1041.9	655.6	664.3	1880.2	747.8	923.8	991.8
111_at	1531.1	1215.5	764	555.2	639.6	920.8	1194.6	1647.6	548.8	271.6	1342.7	749.8	955.5	158.2	1491.3	830.5	868.5	1038.7	916.7	1329.1	872.9	904.3	873.9	1311.2	892.1	1030.8	863.4	869	1543.3	1238.9	919.1	306.9	493.4	942.1	722.6	1237.8	528.6	891.4
1120_at	212.9	723.2	580.3	334.2	2555.4	183.5	482.9	220.2	22.4	308.5	593.7	280.7	181.6	99.7	673.4	189.9	240.3	137.5	52.3	11.5	250.9	1677.5	510.2	314.9	1382.2	121.5	214.2	87.9	33.4	164.8	12.6	134.8	2454.8	534.9	154.6	28.6	2490.2	1028.5
1121_g_at	344	270.6	481.9	347	2328	156.7	148	47.9	376.5	180.7	470	84.5	128.5	152.5	261.9	383.4	182.2	156.9	130.6	149.5	498.8	1713.9	412.3	380.3	1262.5	82.3	248.2	191.9	175.3	182.8	277.8	201.5	1914.2	355	103.8	29.6	2535.6	884
1122_f_at	688.6	898.4	1461.9	1527.7	1101.2	1049.5	1226.1	1263.4	1015	1467	1453	1480.5	591.1	1183.3	974.6	1391	1354.2	1561.9	1081.3	951	722.3	772	938.3	1234.7	670.7	756.9	1220.7	800.1	1089.9	634.1	733.4	844.5	1335.7	769.3	585.4	1180.8	971.7	2566.9
1123_at	39.8	172.8	87.8	108.1	304.9	75.7	217	208.7	80.1	86.6	148.6	74.6	40.8	125	53.2	73.3	94.8	94.5	64.7	66.8	49.5	46.1	58.1	69.1	71	90.9	184.8	69	153.4	88.7	63.1	172.3	46.8	92	25.2	40.9	62	37.1
1124_at	620.4	227.7	179.5	77	610	518.3	504.1	345.4	515.2	121.7	964.3	391.6	340.4	183.7	557.5	351.5	391.2	419.3	390.7	305	417.2	360	354.6	370.5	346.4	579.6	403.8	410.8	461.3	426.1	439.3	560.1	480.5	345.2	544.3	286.5	444.5	373.4
1125_s_at	995.1	1864.7	893.2	1864.5	1767.8	377.4	296.1	540.8	471.8	399.2	384.1	665.1	1407.9	496.6	636.1	1526.1	1562.7	1042.9	1486.4	5292	510.2	1549.4	805.8	2981.2	1370.4	1550.6	794	424.4	2234	1215.6	1430.1	52.9	2313.4	1031	349.4	1266.1	1392.8	1239.1
1126_s_at	2239.3	4234.1	2638.3	5305.4	3183.3	821.4	1504.1	1408.6	2891.3	1510.3	2024	2187.3	4481.3	2892.6	1560.1	2487.4	2972.5	3309.1	3520.2	10597.4	2194.3	4593.3	2224.4	5692.9	4100.7	3536.5	2332.6	1858.5	4120	2977.3	3759.4	768.5	4985.3	2868.3	884.4	3027.2	3596.9	3175.6
1127_at	809.2	2039.1	1335	2417.5	1577.5	1223.7	2023.1	1970.2	1659.2	1854.1	1494.1	1074.1	1485.4	1020.2	1728.8	2505.3	2162.2	1946.1	3588.9	1337.5	1589.3	1303	1742.3	2117.5	1069.2	1919.6	1964.3	1713.6	1837.9	1723.3	3150.5	1398.1	1513.7	1397.8	2526.2	1913.6	1699.8	2507.3
1128_s_at	73.6	60.2	62.6	211.5	269	176.2	59.2	93.8	60.7	234.1	218.7	165.8	50.8	342.4	165	64.1	352.6	172.2	177.9	42.9	102	68	154.3	179.5	30.8	122.4	99.9	113.9	245.2	73.7	102.1	239.9	117.4	156.7	173	138.7	57	41.4
1129_at	28.5	39.2	52.4	44.8	68.5	35.1	50	37	55.3	34.3	42.8	23.6	28.4	52.1	37.1	21.6	61.8	46.3	43.8	18.9	26.1	25	25.9	32.3	27.2	96.1	15.7	25.6	43.4	26.8	49.7	31.2	27.2	36.6	54.7	57.4	25.9	26.2
112_g_at	22.6	75	42	248.8	65.5	223.3	8.7	114.7	178.2	67.6	124.5	71.3	7.5	7.3	60.8	7.9	52.5	22.7	59.8	48.6	13.6	14.2	35.4	72.2	47.3	102.2	63.6	31.4	56.2	15.1	70.8	67	61.6	65.8	39.9	108.2	100.8	115.6
1130_at	1554.4	1423.6	1770.2	2487.7	1464.1	2024.1	2290.7	1930	2287.3	2769.1	1769.1	776.5	1457.3	1687.4	2113.2	2320.6	1283.1	1124	1309.8	819.8	1880.5	1318.9	1134.4	1933	2031.6	1293.5	1786	1164.2	1525.6	1546.9	2125.3	1601.7	2327.2	1467.6	1365.3	1618.1	1735.7	1033
1131_at	2685.5	2502.3	2682.3	1926.1	3004.9	1683.3	3806.1	1827	3252.6	1302.2	2051.9	3635.4	2695.1	1408.8	2875.4	4816	3191.9	2189.7	2718.3	2389.7	2524.8	2651.9	1221.7	3167.2	3255.8	1681.8	1242.4	1963	1989.3	2932.9	1898.3	2133.6	2461.1	1208.5	1815.8	2136	1964.8	2474.4
1132_s_at	786.4	527.6	308.3	156.5	441	693.1	413.7	690.5	336.4	181	276.8	434.5	627.5	114.6	1063.9	232.1	664.6	592.5	784.9	412	291.4	280.2	273.5	445.2	328.7	452.5	1281.8	321	471.5	544.8	436.3	284.2	406.4	412.4	282.7	230.9	586.8	373
1133_at	44.4	18.9	322.9	402.5	246.8	168.1	38.6	14.9	178.4	18.7	31.6	42.8	150.4	182.3	16.3	56.5	174.7	25.1	50.5	53.6	192.6	72.3	94.5	19.1	96.7	85.1	16.6	136.1	43.8	35.9	30	79.3	8.6	146.7	28.7	99.8	50.9	45
1134_at	1333.4	1633.4	1894.8	1364.5	1244.9	2317.4	1144.8	1132.1	1547.6	1975.3	2037.8	1379.6	1075.1	1294.9	1563.6	1774.3	1607.5	1502.4	1523.9	1163.9	1444.2	1398.8	1281.2	945.7	1792	1097	3205.2	1104	1227.8	1404.2	1914.1	1435.3	1263	1018	1313.2	1316.7	1508.8	1665.5
1135_at	1155.7	908.2	1034.4	883.4	847.8	767.2	738.1	718.5	425.4	411.6	66	904.1	653.8	690.2	730.3	534.5	773.7	583.8	410.7	820.5	1561.1	771.7	434.3	460.9	1362.6	426.3	504.7	596.9	705.1	779	499.7	517.8	684.9	806.4	336.1	845.5	902	411.4
1136_at	561.4	475.7	862.1	757.3	1048.3	1946.8	645.1	638.4	1108.7	1612.7	1149.3	696.9	1338.1	807.8	764.2	592.4	891.2	772.6	1541.4	450	1213.8	1903.2	845.1	1011.5	1988.7	621.9	333.7	1888.4	762.2	774.5	1578	999	556.8	1104.9	1111.8	1237.8	1614.7	3291.7
1137_at	382.6	782.2	225.5	431.7	1395.8	604.6	685.7	450.1	418.9	289.9	915.4	416.3	531.8	88.3	444.9	675.3	238.4	238.5	469.5	611.6	361.6	718.2	277	223	2340	299	419.4	400.5	461.6	485.2	554.1	170	415	880.5	243.5	711.5	1323.1	865.1
1138_at	634.4	2158.8	1222.6	901.2	1443	1385.3	572.6	618.4	1469.4	3647	660.3	1642.3	1148.2	1395.3	809.4	1495.7	1542.9	1721.9	1343.9	1352	1392.8	2028	1367.3	1023.7	1353.3	2459.3	1595.5	2094.3	1494.9	2037.7	1104.8	1440	2257.1	1088.4	1452.1	2922.4	1070.6	1882.7
1139_at	26.7	273	177.4	12.1	162.2	116	91.7	31.7	30.1	19.6	226.6	68	159.1	30.7	33.9	19.1	369.6	10.9	12.8	170.4	12.9	99.5	66.2	131.9	91	218.1	425.9	104.4	176.9	106.9	120.2	302.8	245.8	306.5	186	223.8	264.1	255
113_i_at	74	19.1	134.4	132.5	16.2	21.3	103.6	63.4	26.8	101.6	176	83.8	176.5	16.8	31.6	48.8	47.5	18.1	9.7	9	60.3	171.3	55.9	13.4	19.9	53.2	25.6	75.9	31	8.3	13.3	136.5	71.5	20.8	57.9	83.4	10.8	17.3
1140_at	265.1	310.6	475	204.5	202	221.6	128.8	470.3	65.4	331.7	140.3	378.1	278.5	435.4	209.8	124.5	530.9	236	384.7	167.4	452.6	317.3	361	415.4	510	315.7	328.7	684.5	312.1	162.4	285.6	393.3	236.2	520.2	277.6	258.9	536.5	227.8
1141_at	255	220.8	300	536.3	244	221.6	325.8	456.6	179.8	213	296.4	107.9	184.4	200.8	340.5	151	201.9	276.8	209.8	179.8	154.5	185.2	145.9	186.4	195.6	246.2	214.4	268.1	250	206.6	144.5	184.3	191.3	232.2	246.4	230.8	135.9	198.7
1142_at	211.8	435.7	500.7	628.6	462.9	418	403.1	462.9	18.1	339.2	281.3	261.1	251.4	35.2	433.5	294.1	223.3	327.5	73	187.1	233.8	264.5	220.7	70.7	217.9	187.7	222.8	327.6	145.4	167	237.8	209.5	144	308.6	372.6	145.3	236.9	99.3
1143_s_at	461.9	240	505.1	52.7	1038.9	686	489.3	412.8	132.4	221	159.6	254.8	243.3	296.9	253.3	197.7	168.2	515.4	182.6	45.7	298.1	595.8	150.4	196.2	720.3	19.4	2238.3	549	107.6	194.6	66.2	9.5	138.5	2420	228.4	101.9	160.5	190.8
1144_at	39.1	42.1	33.7	24.2	34.1	49.5	45	169.6	30.8	38.7	407.5	61.3	18.4	217.5	137.3	36.7	108.7	13.9	98.8	83.3	22.5	23.9	27.1	13.4	32.2	17.7	5.9	58.6	29.1	33.4	150.1	22.2	17.3	18.8	89.7	65.2	54.8	54.3
1145_g_at	150.5	136.1	226.4	22.2	611.1	319.1	191.3	363.2	57.9	117.3	36.5	114.1	360	28.5	281.2	41.9	105.8	100.1	149.8	87	35.8	189.2	19.8	127.3	252.3	17	977.6	392.8	142.5	106.2	156.7	16.1	172.4	1152.5	117.8	28	190.2	151.5
1146_at	234.3	270	157.1	64.7	80.1	91.5	257.9	299.8	220.2	266.7	17	241.7	179.7	152	261	140	475.9	269.5	28.3	100.8	240.5	113.6	47.5	67.1	25.5	139.5	112.6	189.1	30.9	80.1	77.6	84.1	23.2	18.8	60.6	45.6	43.4	110.9
1147_at	185.4	157.9	19.7	250.1	27.7	151.1	111.3	120.9	41.5	138.4	293.8	157.8	6.1	153.7	137.5	60.1	197.8	74.6	79.7	10.7	57.8	70.8	81.3	6.4	41.5	27.1	118.5	60.7	26.6	8.3	128.4	33.1	45.8	66.2	6.2	47.5	72.9	16.9
1148_s_at	30.1	141.4	114.6	591.1	578.7	219.3	382.2	40.1	850.4	406.3	652.6	40.9	213	386.5	132.2	789.5	1266.2	343.9	561.5	556.1	64.5	215.8	721.3	229.1	411.4	342.7	150.6	193.4	127.4	1217	319	313.9	1417.3	276.2	92.8	136.3	357.8	168.2
1149_at	38.2	41.3	112.1	68.4	23.1	40.5	39	48.4	181.9	41	254.5	447.2	42.7	14.8	60.7	28.9	72.7	33.6	11.1	13	27	33.2	18.8	29.5	10.3	15.9	22.1	12.5	9.1	14.8	28.8	20.7	11.7	13.5	13.7	21.4	76.3	15.1
114_r_at	102.9	23.9	40.9	216.6	32	59.2	28.3	33.2	77.7	46.6	86.6	38.6	40.3	30.4	36	483.3	184.5	34.6	13.2	13.3	19.6	23.2	10.6	16.4	9	11.8	11.9	14.9	13.3	13.7	28.6	16.5	8.8	9.3	13.5	15.1	13.4	8.9
1150_at	412.3	966.8	384.7	403	366.6	464.5	222.6	162.6	198	523.6	424.3	529	1070.6	291	239.5	625	544.7	519.6	319.9	624.7	284.4	244.4	259.9	341.7	289.2	435.9	504.5	557.9	495.8	976.2	657.2	425.2	585.9	534.1	193.4	817.8	609.6	787.5
1151_at	7708.3	2870.8	4407.4	3883.4	4483.3	4644.4	4952.6	4158	4152.7	3429.3	6866.7	2376.9	4229.6	4219.6	5587.3	3928.3	4859.1	4331.5	7733.2	4089	4173.2	4343.4	4730.3	5421.9	3941.2	6283.2	3415.9	14363.5	6035.8	7885.8	4904.9	7845.7	4533.4	2146.2	10124.2	4859.1	5090.5	6101.8
1152_i_at	408.7	386.6	18.5	97.1	148.9	35.5	262.5	10.5	38.7	28.2	676.3	168.3	21.2	237.7	263.4	52.6	40.1	127.4	36.1	52.6	34	14.5	103.9	166.9	43.8	70.1	22.4	14.3	43.8	86.9	34.5	37.3	117.6	21.3	18.8	32.8	190.1	172
1153_f_at	189.4	379.9	295.8	484.1	277.6	173.8	363.5	362.4	706.3	842.5	475.1	1077	412.4	964.4	201.9	333.5	318	697.4	220.8	227.5	172.5	177	271.3	336.8	187.8	221.2	827	218.7	228.2	165.9	232.8	496.1	611	233.6	165.8	239.1	299.5	1559.9
1154_at	1451.1	2490.2	961.5	1425.8	1013.4	957	1157.2	1098.2	1916.9	2216.3	1217.9	897.4	2313	1172	855.2	1453.5	1945.1	1582.7	1776.6	2078.7	906.8	1301.2	1688.6	2615.9	1677	1689	1203.6	1588.5	1871.2	3025.7	2945.6	1518	2701.7	2299.5	1504.3	2624.6	1266.5	2029.1
1155_at	86.2	415.9	347	903.5	465	462.5	458.9	449.7	310.1	251.2	327.1	336.6	414.4	482.1	476.2	540.2	354.9	372.1	359.9	261.5	315.7	271.9	473.7	251.2	297.6	298	347.9	401	514.7	463.8	352	389.6	381.4	325.5	151.4	251.3	275.4	198
1156_at	50.4	36.6	266	204.7	98.6	271.8	212.6	341.8	224	96.7	322.8	61.5	17.9	31.4	554.2	291.1	93.9	90.7	41.9	158.7	114.7	300.8	90.4	194.5	196.9	274.6	428.3	125	138.8	120.9	261.6	186	237.5	229.8	130.6	258	162.3	161.5
